id,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,text,dataset,primary_anger,secondary_anger,primary_disgust,secondary_disgust,primary_fear,secondary_fear,primary_joy,secondary_joy,primary_sadness,secondary_sadness,primary_surprise,secondary_surprise
75,False,False,False,False,False,False,False,True,"If Jesus is present, it is impossible for your situation/environment to remain a desolate place! #Joy #Victory #NewThings #SonTalk #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
76,False,False,False,False,False,False,False,True,"Heaven and earth will pass away, but My words will not pass away. Matthew 24:35 #Tworship #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
80,False,False,False,True,False,False,False,False,"Job said ""The thing I greatly feared has come upon me and that which I was afraid of has happened to me"" Job 3:25  fear opens doors  #SemST",test,False,False,False,False,True,True,False,False,False,False,False,False
81,False,False,False,False,False,False,False,True,"Jesus, you are my helper. Help me to rest and trust in you and your finished work at the Cross. Amen. #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
82,False,False,False,False,False,False,False,True,"The Lord is pleased w/every effort,even tiny,daily ones in which we strive to be more like Him.~Ezra Taft Benson  #lds #inspiration #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
93,False,True,False,False,False,False,False,True,May the Gods grant me many more freelance gigs in PDX #intention #SemST,test,False,False,False,False,False,False,False,True,False,False,False,True
95,True,False,False,False,False,False,False,False,@narendramodi @PMOIndia y politicians in d office can offer iftikar parties.. It is waste of tax payer money. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
97,False,False,False,False,True,False,False,False,"I want to give the world a hug. A huge, huge hug. #human #4thofJuly #everyone #planetearth #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
98,False,True,False,False,False,False,False,False,"My son, be wise, and make my heart glad, that I may answer him that reproacheth me. Proverbs 27:11 #SemST",test,False,False,False,False,False,False,False,True,False,False,False,False
99,False,False,False,False,True,False,False,False,Had a great time @ worship rehearsal.Cant wait till Sunday ! #bridgechurch2015 #bridgelaunchteam #Willacycounty #weloveyou #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
101,False,False,False,False,True,False,False,False,@godless_mom I like how Jesus is reduced to appearing on toast and photoshopped images and they still praise it. #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
105,False,False,False,False,False,True,False,False,The greatest tragedy in life is the prayers that go unanswered because they go unasked. #ghlondon #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
107,False,True,False,False,False,False,False,False,We become what we worship. So be intentional in choosing what you worship for that is what you will become. #worship #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
108,False,False,False,False,True,False,False,False,"Steppin' out in faith and love.....have a safe and pleasant day, tweeple!  #blessed #love #happyday #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
112,False,False,False,False,False,False,False,True,"(2/2) the Father's active goodness and unrestricted love. - Ruthless Trust by Manning.... Lord, may I forever trust your love for me. #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
113,False,False,False,False,True,False,False,False,Best feeling is when you think you can't do it but you did! #Will #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
115,False,True,False,False,False,False,False,False,"My Jesus, I wish to do nothing but Thy most holy will. #Saint Philip Neri #Catholic #SemST",test,False,False,False,False,False,False,False,True,False,False,False,False
117,False,False,False,False,False,False,False,True,Jer 20:11 But the #LORD is with me like a mighty warrior; so my persecutors will stumble and not prevail > #God #Love #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
120,True,False,False,False,False,False,False,False,"As opposed to how the media portrays him,the pope is a religious wacko just like any of them and still supports bigotry & misogyny #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
122,False,True,False,False,False,False,False,False,"I hope for a time when schools teach 'ethics' instead of 'religion'. Sure - inc faiths bt in a sociocultl, geopoliticl context #SemST",test,False,False,False,False,False,False,False,True,False,False,False,False
124,False,False,False,False,False,False,False,True,"We have to #Pray with our eyes on #God, not on the difficulties. request #Godanswersprayers #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
136,False,False,False,False,False,False,False,True,@Movingdisaster @roomansi2010  Believe and Obey.  Believe Jesus is the Messiah who saves us from sin by His death. Obey Acts 2:38-39. #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
147,False,True,False,False,False,False,False,False,@ACLU Get rid of religion... and all this will go away overnight... #humanist #egalitarian #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
151,False,False,False,False,False,False,False,True,When we have done all in our power that the Lord will find a way to open doors. - Spencer W. Kimball #courage #hope #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
152,False,False,False,False,True,False,False,False,"RT @XO_NayeLashay: In love with Gospel music .. Heals my soul ,lifts my spirits, clears my mind & makes me appreciate what I do have. #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
153,False,False,False,False,False,False,False,True,"Mark 6:35-36 My Father, anything that has been scaring and hindering  good from coming my way, Lord let it disappear #RCCGTR #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
156,False,False,False,False,False,True,False,False,#HemaMalini please think twice before giving a statement. A couple has lost their kid. Please show some #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
160,False,False,False,False,True,False,False,False,Loving who I am! Today was awesome because I enjoyed being me. Can't nobody steal my joy! #selflove #motivated by #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
162,True,False,False,False,False,False,False,False,"As always, please remember: fuck Harper, fuck conservatives , fuck religion #fuckharper #NDP  #fuckcons #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
165,False,False,False,False,False,False,False,True,Man this is going to test me..  Giving all my prayers and questions to The Lord and Savior Jesus Christ.. He will guide me! #hope #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
168,False,False,False,False,True,False,False,False,Check out Honest Liar on Netflix. James Randi is amazing. #skeptic #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
169,False,False,True,False,False,False,False,False,The experience of most LGBT people shows them that organised religion is often nothing but structured bullying. #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
173,False,False,False,False,True,False,False,False,@SenSanders there's God. Loving each other unconditionally is what matters. #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
175,True,False,False,False,False,False,False,False,@SaberinZe @TheBricsPost absurd like saying #nato membership will help #Russia #Pakistan is #islamist can't be friend of #india #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
176,False,False,False,False,False,False,False,True,"Lord, bring health and a cure to every area of my life, and give me the abundance of peace -Jer. 33:6 #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
177,False,False,False,False,True,False,False,False,"This is love: not that we loved God, but that he loved us and sent his Son as an atoning sacrifice for our sins. 1 John 4:10 #love #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
183,True,False,False,False,False,False,False,False,The enemy is not #Muslims #Christians or #Judaism. The real enemy is EXTREMISM.  Humans killing humans. #RespectBeliefs #StopWar #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
187,False,False,False,False,True,False,False,False,"God is good all of the time. All of the time, God is good! #YHWH #Yeshua #God #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
188,False,False,False,False,False,False,False,True,"IF GOD BROUGHT YOU TO IT , HE'LL BRING YOU THROUGH IT. #GODKNOWS #WHATHEDOING #BEPATIENT #TRUSTANDBELIEVE #SemST",test,False,False,False,False,False,False,False,False,False,False,False,True
190,False,True,False,False,False,False,False,True,Before I proceed in any direction...Prayer has to lead me ..follow that and you can't fail  #startup  #ThinkandgrowRich #SemST,test,False,False,False,False,False,False,False,True,False,False,False,True
202,True,False,False,False,False,False,False,False,"@Brasilmagic @neiltyson there's no god 2b tired of, just tired o ppl believing in such nonsense. Time 2 focus on reality, HUMANITY #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
203,False,True,False,False,False,False,False,True,There are dreams and desires that #God has placed in your heartthey are a part of your divine destiny. #SemST,test,False,False,False,False,False,False,False,True,False,False,False,True
209,True,False,False,False,False,False,False,False,Ya....cuz Nicky Hilton HAD to marry up? Really? You had to land a bloody Rothschild too?? #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
212,False,False,False,False,True,False,False,False,"God is good all the time, all the time God is good #unconditionallove #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
214,False,False,False,False,False,False,False,True,Shit just don't stop but 1 thing I will not question God #SemST,test,False,False,False,False,False,False,False,False,False,False,False,True
217,False,False,False,False,True,False,False,True,"The humble trust in God: 'Whoever leans on, trusts in, and is confident in the Lord  happy, blessed, and fortunate is he' #SemST",test,False,False,False,False,False,False,True,True,False,False,False,True
228,True,False,False,False,False,False,False,False,It literarly just took me 10 minutes to get in a bus because an old lady just had to go in front of everyone... #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
230,False,False,False,False,True,False,False,False,Interesting speaker Maarten Van Aalst @Federation how their humanitarian experience can help Climate scientists #CCFC15 #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
233,False,True,False,False,False,False,False,False,This halcyon summer is over. Climate is on the move. Doug Kelbaugh #CNU23 #declarationsignee #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
234,False,True,False,False,False,False,False,False,@soundofideas we Have to talk about new normals #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
237,False,True,False,False,False,False,False,False,"We NEED alternatives to #fossilfuel, but also need to maintain our #economy! This change will be gradual so lets START NOW! #SemST",test,False,False,False,False,False,False,False,True,False,False,False,False
242,False,True,False,False,False,False,False,False,#rsaeconomy: #tax can surely play a greater role in helping richer countries slow emissions and poor countries transition. #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
243,False,False,False,False,False,False,True,False,It's raining and feels like fall I don't know what kinda summer this is  #isReal #SemST,test,False,False,False,False,False,False,False,False,False,False,True,True
250,False,False,False,False,False,False,True,False,Also what's up with this ridiculous weather?? It was raining this morning and now it's like super hot! #weatherproblems #lame #SemST,test,False,False,False,False,False,False,False,False,False,False,True,True
255,False,False,False,False,False,False,True,False,I thought Seattle was supposed to have a lot more rain #drought #SemST,test,False,False,False,False,False,False,False,False,False,False,True,True
257,False,True,False,False,False,False,False,False,"@catethegreat52 yes Catherine, the future of human civilisation depends on this generation & how it acts on #Auspol #SemST",test,False,False,False,False,False,False,False,True,False,False,False,False
258,False,True,False,False,True,False,False,False,It's most exciting to witness a major development! @urgenda #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
259,False,False,False,True,False,False,False,False,We are causing the ice masses of Earth to melt at an alarming rate. #SemST,test,False,False,False,False,True,True,False,False,False,False,False,False
263,True,False,False,False,False,False,False,False,Turn the Liverpool Plains into a coal mine...is there any bad idea this government doesn't like? #FoodBowl #Shenhua #auspol #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
265,True,False,False,False,False,False,False,False,Seems I may yet get my Climate Apocalypse >:) You fucking morons! #Shenhua #LNPFAIL #keepitintheground #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
275,False,True,False,False,False,False,False,False,Counting down the days until my PhD starts #77 #tephrochronology #southernhemisphere  #chronology #oxford #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
286,False,False,False,False,True,False,False,False,"Much good to be had in the lead up to #COP21. 2,200 researchers from over 100 countries, uniting to address global #CFCC15 #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
287,True,False,False,False,False,False,False,False,"#Earth is a #finite in #nature #environment, ""no amount of #dividend #value can #buy its #natural #diversity back! #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
292,False,False,False,False,False,False,True,False,"Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. #SemST",test,False,False,False,False,False,False,False,False,False,False,True,True
299,False,False,False,False,True,False,False,False,@JimHarris thank you for the follow Jim!  I'm flattered!  #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
304,False,False,True,True,False,False,False,False,Haven't seen the mountains in days with all these fires. Can't stand breathing this air quality any longer!!  #SemST,test,False,False,True,True,True,True,False,False,False,False,False,False
306,False,False,True,False,False,False,False,False,Jared likes child porn now .... Is that what happens if you eat all your meals at Subway? Must be either that or #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
317,False,False,False,True,False,False,False,False,The biggest terror threat in the World is climate change #drought #floods #SemST,test,False,False,False,False,True,True,False,False,False,False,False,False
320,True,False,False,False,False,False,False,False,@SenSanders Republicans don't care about the environment all together. They deny this fact. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
326,False,False,False,False,True,False,False,False,RT @TheCLF: Thanks to everyone in Maine who contacted their legislators in support of #energyefficiency funding! #MEpoli #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
335,True,False,False,True,False,False,False,False,#coalmining & destruction of our ability to live on earth is so stupid. Don't kill our species habitat #duh #Shenhua  #SemST,test,True,True,False,False,True,True,False,False,False,False,False,False
336,True,False,False,False,False,False,False,False,@abcnews @Ginger_Zee  how about you give me TWO SENTENCES about climate instead of ending with a bs whale story. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
338,False,False,True,False,False,False,False,False,@billmckibben @suzyji Right out of the Big Tobacco playbook! Why is this disgusting strategy so bulletproof? #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
340,True,False,False,False,False,True,False,False,"#ClimateChangeDefinitions ""settled science"" = flawed computer models with jiggered data to force a predefined conclusion. #SemST",test,True,True,False,False,False,False,False,False,True,True,False,False
345,False,False,False,False,True,False,False,False,What's next after 2 years? :) #thinkbig #world #solution #water #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
351,True,False,False,False,False,False,False,False,"Humanity is making #mother earth angry, that angriness is the reason for #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
358,False,True,False,False,False,False,False,False,@algore: Will we change? That's the reason we are here. Be of good cheer. We're going to win this #CSOTA #SemST,test,False,False,False,False,False,False,False,True,False,False,False,False
362,False,False,False,False,True,False,False,False,@WalshConstCo We're proud to sign #ORbizclimatedeclaration because we are committed to fighting climate change #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
367,True,False,False,False,False,False,False,False,If @EPA & @POTUS don't have to follow SCOTUS why should anyone else have to #ClimateFraud #SpecialReport #WakeUpAmerica #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
368,True,False,False,True,False,False,False,False,"If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST",test,True,True,False,False,True,True,False,False,False,False,False,False
370,False,False,False,False,True,False,False,False,"@bbcweather Good to see more global awareness, thanks. #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
373,True,False,False,False,False,False,False,False,@Agent350 This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
377,False,False,True,False,False,False,False,False,"The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST",test,False,False,True,True,False,False,False,False,False,False,False,False
390,False,False,False,False,False,True,False,False,"I searched for posts with ""feminist"" tag and saw how much hatred is against feminism. #misogyny #tumblr #hatred #sadness #tears #SemST",test,False,False,False,False,False,False,False,False,True,True,False,False
393,True,False,False,False,False,False,False,False,"If u link anti feminism with misogyny or inequality-lover, please dont reproduce! The world have enough imbeciles . #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
399,True,False,False,False,False,False,False,False,sometiimes you just feel like punching a feminist in the face #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
401,False,False,False,False,False,True,False,False,1 thing I learned from my job: doors leading 2 opportunity have a cover fee only the #privileged can afford #sadtruth #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
402,False,False,True,False,False,False,False,False,"Just like book-burning for ANGRY religious people, ANGRY feminists like to burn whatever looks like free speech. #SemST",test,False,False,True,True,False,False,False,False,False,False,False,False
403,False,False,True,False,False,False,False,False,Independence Day is a day where men get wasted and dehumanize women by blowing off fireworks! #endJuly4th #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
408,True,False,False,False,False,False,False,False,I can't write male characters because I'm a woman?  then a man shouldn't tell me what a woman can't do cos he's a man #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
410,True,False,False,False,False,False,False,False,You're stupid & mens rights is nothing - I love you Leslie Knope. @parksandrecnbc #MRA #mensrights #lol #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
415,False,False,True,False,False,False,False,False,Girls over 130 pounds shouldn't wear a swim suit #womenintech #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
419,False,False,True,False,False,False,False,False,Girls over 130 pounds shouldn't wear a bikini #womenintech #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
420,True,False,False,False,False,False,False,False,"Thanks to SJW, I now associate the word ""trigger"" with a joke and I'm going to offend an actual PTSD victim #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
422,False,False,True,False,False,False,False,False,Girls are such animals. All they want is sex . I just want to be closer to God. #SemST,test,False,False,True,True,False,False,False,False,False,False,False,False
426,False,False,False,False,True,False,False,False,@always__already Thanks for the fantastic story last month. So well captured us! Can't believe we missed it! #thisiswhatwelooklike #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
429,True,False,False,False,False,False,False,False,"DEAR FEMINISTS   Don't say you are ""disempowered"" when you have the power to get anybody fired, just like #TimHunt. #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
431,False,False,False,False,False,True,False,False,In civilian clothes and someone laughs at me thinking its a joke that I'm apart of the U.S. Navy. #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
434,True,False,False,False,False,False,False,False,"Apparently #YesAllWomen who ""don't need no man"" never drive a car, turn on a light switch, or drink clean water. #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
435,False,False,True,False,False,False,False,False,"Welp. I just saw the infamous Radfem ""Protests"" at a Toronto MRA speech for the first time. Disgusting. #feminismiscruelty #SemST",test,False,False,True,True,False,False,False,False,False,False,False,False
436,True,False,False,False,False,False,False,False,What's red and something all feminist should bite into? A brick now stfu #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
438,False,False,False,False,True,False,False,False,"..Can I also add that I really enjoyed looking at @TahirRajBhasin in #Mardaani :P Tahir, you were a dashing baddie! #Bollywood #SemST",test,False,False,False,False,False,False,True,True,False,False,False,False
439,False,False,False,False,True,False,False,False,As I rewatced Charmed episodes! LOVING IT EVEN MORE! #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
441,True,False,False,False,False,False,False,False,"@Afshah_Ronaldo you don't tell me what to do, i'm a strong individual male, I can make my own choices #ABCD #SayNoToOppresion #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
450,True,False,False,False,False,False,False,False,@SpectreOfChaos is trolling #YesAllWomen. He is a stalker who has doxed  and harassed people for weeks. It is best to block him. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
451,False,False,False,False,False,False,True,False,@atheena99 @dopee_curlyy i don't even know what to say to that. You're content with being paid less and not treated like an equal? #SemST,test,False,False,False,False,False,False,False,False,False,False,True,True
457,True,False,False,False,False,False,False,False,Many feminist are praising hope solo!! She( domestic abuser) has become their idol!! #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
459,True,False,False,False,False,False,False,False,Feminist only want the same benefiting right as men not those harmful ones eg prison time and divorce!! Equality??? #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
460,True,False,False,False,False,False,False,False,"If Feminism wants equal rights as men  they must so advocate for equal prison time and losing custody rights, which they won't do! #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
461,True,False,False,False,False,False,False,False,@RepubGirlLife But if I said this about how hot Hope Solo is..... Feminists would go ape shit #screwfeminism #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
462,True,False,False,False,False,False,False,False,"'Manspreading'? But women hog subway space, too ! #doublestandards #SemST",test,True,True,False,False,False,False,False,False,False,False,False,False
464,True,False,True,False,False,False,False,False,"Ayyyy more hypocrisy: Hope Solo, serial domestic abuser is celebrated like a hero for winning the women's World Cup #SemST",test,True,True,True,True,False,False,False,False,False,False,False,False
466,False,False,False,False,True,False,False,False,Want an amazing #SciFi show that completely passes the bechdel test? #Farscape. Well written characters and +3 to awesome. #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
469,True,False,False,False,False,False,False,False,@NorBdelta HE DESERVED IT FOR BEING PART OF THE DOMINATING SEX CHECK YOUR PRIVILEGE #equality #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
471,False,False,False,False,True,False,False,False,Having fabulous feminist conversations with Naoise Wheelan. #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
472,True,False,False,False,False,False,False,False,If you're a #feminist it's only because absolutely no one would shove their semi hard cock into you. Let that sink in. #SemST,test,True,True,False,False,False,False,False,False,False,False,False,False
473,False,False,False,False,False,True,False,False,We live in a sad world when wanting equality makes you a troll... #SemST,test,False,False,False,False,False,False,False,False,True,True,False,False
475,False,False,False,False,True,False,False,False,Happy birthday to the queen Frida Kahlo! #oneofmyidols #mindstimulation #latinapower #SemST,test,False,False,False,False,False,False,True,True,False,False,False,False
